"","timestamp","samples","duration","signal_freq","signal_bw","max_signal","noise","receiver","station","sig_diff","fstamp","behaviour","timediff","tag","exmp"
"2481595",2020-07-18 01:27:28,421568,0.0128,150197.406601562,21875,83.479263,-72.064667,"1","mof_rts_00013",1.00086038661539,2020-07-18 03:27:28,"time_drift",0.0444903373718262,"A",27
"2485162",2020-07-18 01:27:28,209296,0.0096,150198.4375,6250,68.065735,-68.493034,"2","mof_rts_00013",0.0300380513945129,2020-07-18 03:27:28,"time_drift",0.240704774856567,"A",27
"2477581",2020-07-18 01:27:28,25600,0.0096,150197.630203125,11250,76.954926,-69.615395,"0","mof_rts_00013",0.77725882359664,2020-07-18 03:27:28,"time_drift",0.171213150024414,"A",27
"2481596",2020-07-18 01:27:28,424464,0.0096,150198.508507812,11875,75.676239,-72.581223,"1","mof_rts_00013",0.101045863382751,2020-07-18 03:27:28,"time_drift",0.407987356185913,"A",27
"2477582",2020-07-18 01:27:29,28496,0.0096,150197.936046875,11250,74.885719,-69.615395,"0","mof_rts_00013",0.471415073610842,2020-07-18 03:27:29,"time_drift",0.0959360599517822,"A",27
"2481597",2020-07-18 01:27:29,427360,0.0096,150198.392851562,15000,80.182823,-72.064667,"1","mof_rts_00013",0.0146103865990881,2020-07-18 03:27:29,"time_drift",0.0444903373718262,"A",27
"2485163",2020-07-18 01:27:29,215104,0.0096,150198.552632812,4375,63.289753,-68.493034,"2","mof_rts_00013",0.145170863397652,2020-07-18 03:27:29,"time_drift",0.240700960159302,"A",27
"2477583",2020-07-18 01:27:29,31408,0.0096,150198.3,6875,66.641731,-69.615395,"0","mof_rts_00013",0.107461948617129,2020-07-18 03:27:29,"time_drift",0.0959339141845703,"A",27
"2481598",2020-07-18 01:27:30,430256,0.0096,150199.175726562,17500,81.289604,-72.064667,"1","mof_rts_00013",0.768264613405336,2020-07-18 03:27:30,"time_drift",0.0444903373718262,"A",27
"2485164",2020-07-18 01:27:30,218000,0.0096,150198.409085938,5625,67.17952,-68.493034,"2","mof_rts_00013",0.001623989403015,2020-07-18 03:27:30,"time_drift",0.28192138671875,"A",27
